Price,Close,High,Low,Open,Volume,EMA_20,EMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,ATRr_14
2015-04-06,8659.900390625,8667.5498046875,8573.75,8615.7998046875,146900.0,8597.019221238477,8617.07629050738,52.30595052333534,-52.37924679072239,-0.5754534062820866,-51.803793384440304,117.95700025764864
2015-04-07,8660.2998046875,8693.599609375,8586.849609375,8684.4501953125,148700.0,8603.045943471718,8618.77133027915,52.328971774876386,-40.60513762358096,8.958924608687475,-49.564062232268434,117.15650023924518
2015-04-08,8714.400390625,8730.5,8679.7998046875,8698.9501953125,148200.0,8613.651128914888,8622.5214895084,55.46465952863843,-26.60195535090861,18.36968550508786,-44.97164085599647,113.80247845876337
2015-04-09,8778.2998046875,8785.5,8682.4501953125,8756.2001953125,152700.0,8629.331955178946,8628.630443044834,58.90313970569543,-10.230255806352943,27.793108039714824,-38.02336384606777,113.03443033224457
2015-04-10,8780.349609375,8787.400390625,8733.599609375,8774.349609375,139000.0,8643.714588911904,8634.580214273468,59.01246328852935,2.8766756159475335,32.720031569612246,-29.84335595366471,108.80345539779853
2015-04-13,8834.0,8841.650390625,8762.099609375,8801.75,121600.0,8661.837009015531,8642.40059802745,61.87137930051252,17.39265959363729,37.7888124378416,-20.39615284420431,106.71397867295579
2015-04-16,8706.7001953125,8760.0,8645.650390625,8757.0498046875,142900.0,8666.109693424767,8644.922150862158,52.51198862141816,18.412404392043754,31.046845788998453,-12.6344413969547,112.54509515167324
2015-04-17,8606.0,8699.849609375,8596.7001953125,8698.0498046875,150400.0,8660.384960717645,8643.39579200482,46.51738673707583,10.968457763106926,18.882319328049302,-7.913861564942375,112.36330264083944
2015-04-20,8448.099609375,8619.9501953125,8422.75,8618.7998046875,148900.0,8640.167308208822,8635.737118176201,38.999460580453196,-7.584733380796024,0.2633025473170818,-7.848035928113106,118.42308068881519
2015-04-21,8377.75,8469.349609375,8352.7001953125,8416.099609375,407800.0,8615.175183617506,8625.619976286938,36.19293071866109,-27.646208291196672,-15.838537890466853,-11.807670400729819,118.29639021550696
2015-04-22,8429.7001953125,8449.9501953125,8284.7001953125,8400.400390625,171800.0,8597.51089901703,8617.936847621275,39.64691772804502,-38.90465643491552,-21.677588827348565,-17.22706760756696,121.6502194858279
2015-04-23,8398.2998046875,8504.9501953125,8361.849609375,8478.2001953125,156000.0,8578.538413842789,8609.323630251323,38.2974745923461,-49.78689447275792,-26.04786149215277,-23.739032980605153,123.18238851809019
